ko	genomeId	locusid	contigId	sStart	eEnd	orient	gtdb_mini_taxonomy	gtdb_lineage
K05973	GCMeta_00601634	IJMDLNEP_00172	GCMeta_00601634_00008	4623	5939	+	Sandaracinobacteroides	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacteroides;s__
K05973	GCMeta_00540954	IJMKMNCG_00053	GCMeta_00540954_00001	50254	51474	+	Blastomonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__
K05973	GCMeta_00785108	IJNDBKGM_00057	NODE_3_length_116710_cov_20.510943	67027	68295	-	Methyloceanibacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__
K05973	GCMeta_00048046	IJNEOKEG_01818	GCMeta_00048046_00009	112435	113712	-	Mesorhizobium sp004136315	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp004136315
K05973	GCMeta_01272424	IJNJEKAH_02118	GCMeta_01272424_00061	996	2255	+	JAJDOD01 sp030065075	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAJDOD01;s__JAJDOD01 sp030065075
K05973	GCMeta_01334142	IJNNELLN_01039	GCMeta_01334142_00031	13864	15081	+	Polynucleobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__
K05973	GCMeta_01286650	IJNPGEEK_03829	GCMeta_01286650_00052	6286	7509	+	Reyranella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
K05973	GCMeta_01178749	IJOKHKNB_01247	GCMeta_01178749_00008	43583	44842	+	Planktomarina sp905181815	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905181815
K05973	GCMeta_01302812	IJPDHHDD_00283	GCMeta_01302812_00001	272659	273933	-	Aestuariivirga	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__
K05973	GCMeta_02133761	IJPGMODL_02647	GCMeta_02133761_00307	123	1343	-	Azospirillum sp008365375	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum sp008365375
K05973	GCMeta_01262227	IKACFMDE_01736	GCMeta_01262227_00115	3521	4792	+	CAMBWO01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CAMBWO01;s__
K05973	GCMeta_01148896	IKAINGIC_02881	GCMeta_01148896_00019	13352	14572	-	Bradyrhizobium denitrificans	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium denitrificans
K05973	GCMeta_01148896	IKAINGIC_03063	GCMeta_01148896_00021	6957	8285	-	Bradyrhizobium denitrificans	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium denitrificans
K05973	GCMeta_01342493	IKBFIKEC_03398	GCMeta_01342493_00155	2566	3912	+	Rhodoferax_C sp947508055	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp947508055
K05973	GCMeta_01284258	IKBIJJFH_03365	GCMeta_01284258_00471	742	2241	-	JALQUL01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JALQUL01;s__
K05973	GCMeta_01329285	IKBNOJEH_03184	GCMeta_01329285_00054	21139	22362	-	CAITOL01 sp943333505	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAITOL01;s__CAITOL01 sp943333505
K05973	GCMeta_00200027	IKBODNPI_00675	GCMeta_00200027_00003	156925	158307	-	Hyphomicrobium_B sp001006785	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_B;s__Hyphomicrobium_B sp001006785
K05973	GCMeta_00600032	IKBOIEGI_01218	GCMeta_00600032_00152	1868	3181	+	Stenotrophomonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__
K05973	GCMeta_01277713	IKCBONLE_00813	GCMeta_01277713_00041	4685	5896	-	Salipiger marinus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger marinus
K05973	GCMeta_01277713	IKCBONLE_01953	GCMeta_01277713_00145	5968	7230	+	Salipiger marinus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger marinus
K05973	GCMeta_01085510	IKCGAEFM_02355	GCMeta_01085510_00068	7427	8707	+	Brevundimonas diminuta	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas diminuta
K05973	GCMeta_01334845	IKDOOALA_01178	GCMeta_01334845_00024	14953	16173	-	Rhodoferax_C sp903954045	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp903954045
K05973	GCMeta_01334845	IKDOOALA_03002	GCMeta_01334845_00116	4950	6527	-	Rhodoferax_C sp903954045	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp903954045
K05973	GCMeta_01341285	IKEFDLGP_01734	GCMeta_01341285_00185	2527	3762	+	Sphingorhabdus_B	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
K05973	GCMeta_01342014	IKEKDKIL_01237	GCMeta_01342014_00018	4402	5673	-	Polynucleobacter sp947459465	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp947459465
K05973	GCMeta_01329323	IKELAJFB_02344	GCMeta_01329323_00048	9610	10998	+	Limnohabitans_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__
K05973	GCMeta_01230339	IKEMOALN_02978	GCMeta_01230339_00011	106102	107319	+	Alteromonas confluentis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas confluentis
K05973	GCMeta_00542588	IKFFNIEO_00615	GCMeta_00542588_00002	55125	56513	-	Hyphomicrobium_B sp021732485	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_B;s__Hyphomicrobium_B sp021732485
K05973	GCMeta_00540425	IKFGGJLJ_01098	GCMeta_00540425_00007	99461	100789	-	Bradyrhizobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
K05973	GCMeta_00540425	IKFGGJLJ_06084	GCMeta_00540425_00087	24960	26183	-	Bradyrhizobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
K05973	GCMeta_01221182	IKGBKJII_00597	GCMeta_01221182_00003	95490	96716	+	Opacimonas sp000155775	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Opacimonas;s__Opacimonas sp000155775
K05973	GCMeta_01321431	IKGNOHMB_00942	GCMeta_01321431_00011	3561	5015	-	Limnohabitans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__
K05973	GCMeta_00120721	IKHCBNNF_01950	GCMeta_00120721_00302	2849	4051	+	Amaricoccus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__
K05973	GCMeta_00542279	IKHJGAHM_01316	GCMeta_00542279_00044	3609	4964	-	Hydrogenophaga	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__
K05973	GCMeta_00787700	IKIEFKCL_02578	NODE_9662_length_28396_cov_13.382273	11632	12951	-	CADEEN01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CADEEN01;s__
K05973	GCMeta_01328884	IKIKLBBL_01813	GCMeta_01328884_00182	3890	5164	-	Tabrizicola_A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola_A;s__
K05973	GCMeta_01275397	IKIMLMCI_01220	GCMeta_01275397_00022	20433	21719	-	Hyphomonas sp000682735	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682735
K05973	GCMeta_01337580	IKJENLDF_01613	GCMeta_01337580_00298	1763	2986	-	Novosphingobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K05973	GCMeta_01337580	IKJENLDF_01707	GCMeta_01337580_00325	2060	3313	+	Novosphingobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K05973	GCMeta_00541978	IKJFCCJJ_00729	GCMeta_00541978_00060	108	1397	-	Vitreimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__
K05973	GCMeta_00542730	IKJKEJFB_02705	GCMeta_00542730_00022	22169	23449	-	Brevundimonas aurantiaca	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas aurantiaca
K05973	GCMeta_00779739	IKKAFOIB_01388	k141_4207901	84405	85622	+	Rhizomicrobium sp016783965	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp016783965
K05973	GCMeta_01262952	IKKINMGG_00275	GCMeta_01262952_00019	8693	10300	+	JAKFWF01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JAKFWF01;s__
K05973	GCMeta_02133275	IKKPEEDL_02766	GCMeta_02133275_00033	35009	36232	-	Ga0077530 sp023430845	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077530;s__Ga0077530 sp023430845
K05973	GCMeta_02133275	IKKPEEDL_03207	GCMeta_02133275_00043	18145	19659	-	Ga0077530 sp023430845	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077530;s__Ga0077530 sp023430845
K05973	GCMeta_01291767	IKLGBFGD_01047	GCMeta_01291767_00069	2875	4155	+	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_01338055	IKLNLANI_01246	GCMeta_01338055_00005	59450	60667	-	Limnohabitans sp903886485	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp903886485
K05973	GCMeta_01338055	IKLNLANI_02151	GCMeta_01338055_00013	26078	27451	-	Limnohabitans sp903886485	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp903886485
K05973	GCMeta_01136257	IKMHIFJA_00745	GCMeta_01136257_00002	243786	245219	+	UBA2638	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2638;s__
K05973	GCMeta_02134686	IKMNMDGH_01630	GCMeta_02134686_00019	35123	36361	+	JAEZQR01 sp023413015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JAEZQR01;s__JAEZQR01 sp023413015
K05973	GCMeta_01261968	IKNCOLJM_02217	GCMeta_01261968_00208	1948	3165	-	Usitatibacteraceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__;s__
K05973	GCMeta_01288630	IKNHLMJE_01640	GCMeta_01288630_00018	25235	26620	+	Micavibrio_C	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio_C;s__
K05973	GCMeta_00542370	IKNLOAFE_03152	GCMeta_00542370_00580	232	1449	-	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K05973	GCMeta_00542370	IKNLOAFE_03266	GCMeta_00542370_00629	11	1405	-	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K05973	GCMeta_01328215	IKNNLCLG_00561	GCMeta_01328215_00006	71849	73225	-	Limnohabitans_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__
K05973	GCMeta_01178718	IKOIKALM_02194	GCMeta_01178718_00018	62510	63781	+	Alterinioella nitratireducens	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Alterinioella;s__Alterinioella nitratireducens
K05973	GCMeta_01218059	IKPHOBNH_02856	GCMeta_01218059_00147	9171	10331	-	GCA-2731375	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__
K05973	GCMeta_01255469	ILABFPGO_01655	GCMeta_01255469_00005	172276	173484	+	Hydrogenophaga sp001770905	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga sp001770905
K05973	GCMeta_01255469	ILABFPGO_04186	GCMeta_01255469_00027	50715	52193	-	Hydrogenophaga sp001770905	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga sp001770905
K05973	GCMeta_01323282	ILAGCHDK_00213	GCMeta_01323282_00002	62132	63364	+	Sphingorhabdus_B	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
K05973	GCMeta_00600465	ILAKDFFK_00365	GCMeta_00600465_00017	10613	11845	-	Sphingomonas aquatilis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas aquatilis
K05973	GCMeta_01328597	ILBFBDBB_01294	GCMeta_01328597_00010	79868	81388	-	PBB1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__
K05973	GCMeta_00542960	ILBFJLHI_00061	GCMeta_00542960_00001	62184	63401	-	Rhizorhabdus sp004297635	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus sp004297635
K05973	GCMeta_00542960	ILBFJLHI_01821	GCMeta_00542960_00005	40852	42072	-	Rhizorhabdus sp004297635	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus sp004297635
K05973	GCMeta_01332900	ILCBCIBF_00858	GCMeta_01332900_00015	38610	39899	-	CAIUPE01 sp903877935	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__CAIUPE01;s__CAIUPE01 sp903877935
K05973	GCMeta_00540025	ILCFOGJE_00834	GCMeta_00540025_00087	2362	3693	+	Polynucleobacter cosmopolitanus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter cosmopolitanus
K05973	GCMeta_01337797	ILCHANAG_01054	GCMeta_01337797_00003	72094	73431	+	UBA6929	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA6929;s__
K05973	GCMeta_01305308	ILDDJGLG_01851	GCMeta_01305308_00160	903	2138	+	Tsuneonella flava	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella flava
K05973	GCMeta_01265985	ILDJJIKA_00630	GCMeta_01265985_00013	11278	12528	-	Aestuariivirga	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__
K05973	GCMeta_01282929	ILDNBLAF_04400	GCMeta_01282929_00337	899	2170	+	Gemmobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;s__
K05973	GCMeta_01331142	ILEBFHEJ_01246	GCMeta_01331142_00008	85441	86796	-	Curvibacter sp903828535	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Curvibacter;s__Curvibacter sp903828535
K05973	GCMeta_01206911	ILEFKOKA_00998	GCMeta_01206911_00040	11532	12947	+	Polaromonas sp021737905	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp021737905
K05973	GCMeta_01327819	ILEIHJAM_04635	GCMeta_01327819_00086	107	1378	-	Ralstonia pickettii_B	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia pickettii_B
K05973	GCMeta_01260260	ILEJGHGB_01226	GCMeta_01260260_00024	18176	19510	+	JANYHF01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JANYHF01;s__
K05973	GCMeta_01327491	ILFBKDDI_01588	GCMeta_01327491_00095	2748	4121	+	Limnohabitans sp903850735	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp903850735
K05973	GCMeta_00000246	ILFHHNGN_04319	GCMeta_00000246_00123	8069	9289	-	Bradyrhizobium sp003020075	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp003020075
K05973	GCMeta_00000246	ILFHHNGN_04908	GCMeta_00000246_00159	4422	5747	-	Bradyrhizobium sp003020075	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp003020075
K05973	GCMeta_01221983	ILGGNNDP_00019	GCMeta_01221983_00001	13882	15192	-	Sulfitobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__
K05973	GCMeta_00541740	ILHCNHFG_02705	GCMeta_00541740_00008	39791	41026	-	Limnobacter sp002954425	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425
K05973	GCMeta_01302388	ILHDIHNL_02483	GCMeta_01302388_00049	24212	25582	-	SCMT01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__
K05973	GCMeta_01260162	ILHFMECO_00570	GCMeta_01260162_00014	4850	6070	-	Sphingorhabdus_B	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
K05973	GCMeta_00791321	ILHKEPNK_02649	NODE_397_length_35838_cov_26.516474	27535	28908	+	Rhodoferax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
K05973	GCMeta_00791744	ILIDBKIB_00158	NODE_2324_length_29834_cov_8.057457	24435	25667	-	UBA3077 sp015485015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp015485015
K05973	GCMeta_00791744	ILIDBKIB_00158	NODE_2324_length_29834_cov_8.057457	24435	25667	-	UBA3077 sp015485015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp015485015
K05973	GCMeta_00791744	ILIDBKIB_00158	NODE_2324_length_29834_cov_8.057457	24435	25667	-	UBA3077 sp015485015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp015485015
K05973	GCMeta_01261140	ILIECDMM_00005	GCMeta_01261140_00001	2996	4210	-	Sphingomonas_O	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_O;s__
K05973	GCMeta_01309341	ILJMKBCB_01167	GCMeta_01309341_00068	3613	5235	+	Ottowia sp017997715	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp017997715
K05973	GCMeta_00600278	ILKMDMDL_01721	GCMeta_00600278_00125	455	1786	+	Lysobacter_B sp023461075	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_B;s__Lysobacter_B sp023461075
K05973	GCMeta_00120723	ILLBLJHA_02776	GCMeta_00120723_00016	26465	27700	-	Pseudoduganella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__
K05973	GCMeta_01262541	ILLHFILE_00885	GCMeta_01262541_00024	23170	24630	+	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K05973	GCMeta_00541519	ILLOHAEJ_00658	GCMeta_00541519_00003	187902	189116	+	Afipia sp000497575	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia sp000497575
K05973	GCMeta_00541519	ILLOHAEJ_01508	GCMeta_00541519_00012	53525	54850	-	Afipia sp000497575	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia sp000497575
K05973	GCMeta_01297653	ILMLBGIL_00774	GCMeta_01297653_00021	18501	19844	-	Paracoccus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__
K05973	GCMeta_01312665	ILMMGMAG_00255	GCMeta_01312665_00007	28430	29689	-	Polynucleobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__
K05973	GCMeta_01312665	ILMMGMAG_01350	GCMeta_01312665_00065	1505	2722	-	Polynucleobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__
K05973	GCMeta_01099842	ILOADIEC_02238	GCMeta_01099842_00168	1164	2378	+	LMDS01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__
K05973	GCMeta_01192524	ILODBGAG_03029	GCMeta_01192524_00011	103155	104483	+	Pseudosulfitobacter sp000620505	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudosulfitobacter;s__Pseudosulfitobacter sp000620505
K05973	GCMeta_00120940	ILOFHACF_00800	GCMeta_00120940_00006	80419	81678	+	JAJFBM01 sp029266475	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__JAJFBM01;s__JAJFBM01 sp029266475
K05973	GCMeta_02133532	ILOGBPJG_01230	GCMeta_02133532_00003	110511	111743	+	Bordetella trematum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella trematum
K05973	GCMeta_01175132	ILOPGPDN_02484	GCMeta_01175132_00006	22604	23875	-	Epibacterium mobile	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Epibacterium;s__Epibacterium mobile
K05973	GCMeta_01288484	IMAFFHJN_01404	GCMeta_01288484_00212	295	1788	+	Giesbergeria sp017988165	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__Giesbergeria sp017988165
K05973	GCMeta_00782269	IMBEMPHA_01299	NODE_830_length_56908_cov_11.606599	16524	18002	-	CAISIP01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAISIP01;s__
K05973	GCMeta_00600983	IMBNNABG_00854	GCMeta_00600983_00190	923	2149	-	Xenophilus sp901875635	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Xenophilus;s__Xenophilus sp901875635
K05973	GCMeta_00600983	IMBNNABG_03615	GCMeta_00600983_01405	23	1159	+	Xenophilus sp901875635	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Xenophilus;s__Xenophilus sp901875635
K05973	GCMeta_01338797	IMCDBJFH_02184	GCMeta_01338797_00028	16081	17343	-	Roseicyclus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseicyclus;s__
